0.188235, 0.172549, 0.262745, Valhalla ~
0.333333, 0.317647, 0.356863, Mobster ~
0.486275, 0.462745, 0.415686, Smokey ash ~
0.960784, 0.941176, 0.898039, Floral white ~
0.0235294, 0.615686, 0.67451, Viking ~
0, 0.67451, 0.419608, Medium sea green ~
1, 0.603922, 0.0352941, Orange ~
0.956863, 0.211765, 0.172549, Tomato ~
